,product,sentiment,hashtags,clean_tweet
4980,apple,positive,"['apple', 'ipad2', 'sxsw', 'tech', 'retail']",rt  apple pop up store selling ipad at sxsw  via  tech retail
4981,apple,positive,"['apple', 'sxsw']",rt  apple saves sxsw set to open pop up store 
4982,apple,neutral,"['apple', 'sxsw']",rt  apple set to open popup shop in core of sxsw action  via 
4983,apple ipad,positive,"['apple', 'sxsw']",rt  apple setting up pop up store austin to sell bajillions of ipad s to sxsw attendees   brilliant 
4984,apple,positive,"['apple', 'sxsw']",rt  apple to hawk ipad  at sxsw festival popup store   by 
4985,apple ipad,neutral,"['apple', 'sxsw', 'ipad2']",rt  apple to open pop up store at sxsw in time for ipad sales 
4986,apple,neutral,"['apple', 'sxsw']",rt  apple to open pop up shop at sxsw  via 
4987,apple iphone,neutral,"['austinites', 'sxsw', 'iphone']",rt  austinites sxsw and check it out on iphone 
4989,google,neutral,"['bettersearch', 'sxsw']",rt  bettersearch sxsw google hotpot looks like a streamlined yelp not as in depth though wondering if there is any game theory built in 
4990,apple iphone,positive,"['blackberry', 'sxsw', 'iphone']",rt  blackberry users must feel like such losers here at sxsw clearly  iphone crowd baby 
4991,apple iphone,unknown,"['designingforkids', 'sapient', 'sxsw']",the session designingforkids is changing my mind about my future kid relationship with the iphone  sapient sxsw
4993,google,neutral,"['futuremf', 'sxsw']",rt  futuremf   spec for recipes on the web now in google search   sxsw
4994,google,negative,"['futuremf', 'sxsw']",rt  futuremf trajan google has destroyed the title tag  websites seo them open graph protocol added a clean title tag instead sxsw
4995,google,neutral,"['google', 'circles', 'sxsw']",rt  google circles  google latest social venture google circles reportedly wo not be launched at sxsw today  
4996,google,neutral,"['google', 'sxsw']",rt  google circles  crop circles the anatomy of a sxsw rumor  by 
4997,google,neutral,"['google', 'sxsw']",rt  google could launch a 'major' new social network called circles possibly today   sxsw remake of wave 
4998,google,neutral,"['google', 'circles', 'sxsw']",rt  google denies rumors about launching circles at sxsw 
4999,google,neutral,"['google', 'pnid', 'sxsw']",rt  google the future is the power of here paired with augmented reality and contextual reality pnid sxsw
5000,google,neutral,"['google', 'circles', 'sxsw']",rt  google to launch major new social network called circles possibly today  sxsw
5001,google,neutral,"['google', 'sxsw']",rt  google to launch major new social network called circles possibly today  sxsw 
5002,google,neutral,"['google', 'digital', 'mobile', 'sxsw']",rt  google will connect the digital  physical worlds through mobile  via   sxsw
5003,google,neutral,"['google', 'mobile', 'eurorscg', 'sxsw', 'sxswi']",rt  google mobile future and the elusive 'power of here'   via  eurorscg sxsw sxswi
5004,google,neutral,"['gsdm', 'google', 'sxsw']",rt  gsdm  google the industry party for sxsw is on and  is in the house 
5005,apple iphone,neutral,"['hashable', 'sxsw', 'iphone', 'android']",rt  hashable is rocking  sxsw the new cloud of business cards no for iphone and android too
5006,apple ipad,positive,"['ipad', 'sxsw', 'tapworthy', 'gsdm']",rt  ipad design tip if it looks like a physical object ppl will interact with it like it s one  sxsw tapworthy gsdm
5007,apple ipad,positive,"['ipad', 'sxsw']",rt  ipad lounge recharge coffee h o ipad art show free daily for sxsw   e th at congress  austin details 
5008,apple ipad,neutral,"['ipad2', 'sxsw']",rt  ipad live unboxing in front of the sxsw apple store video  
5009,apple ipad,positive,"['ipad2', 'sxsw', 'apple']",rt  ipad unboxing outside the sxsw apple store 
5010,google,positive,"['killing', 'sxsw']",rt  killing sxsw you can google a canadian tuxedo and lose yourself for hours 
5011,apple ipad,neutral,"['lolshow', 'sxsw', 'dickbar']",rt  lolshow podcast w    on android security  sxsw  dickbar ie   ipad  
5012,google,neutral,"['nfc', 'sxsw']",rt  nfc technology  google testing using stickers in store windows that you can tap to get info  sxsw
5013,apple app,positive,"['playhopskoch', 'sxsw']",rt  playhopskoch is in the apple app store as well as the android market getting ready to rock sxsw
5014,google,neutral,"['protip', 'sxsw']",rt  protip do not show your google analytics page in a sxsw presentation
5015,apple ipad,neutral,"['pubcamp', 'kirkus', 'sxsw']",rt  pubcamp kirkus sxsw  download qrank on your ipad iphone before you come to pubcamp sxsw    prizes 
5016,google,positive,"['qagb', 'sxsw']",rt  qagb sxsw timely rt  bing search engine share continues to rise up to    google still tops at    
5017,android,neutral,"['samsung', 'teamandroid', 'sxsw']",rt  samsung galaxy s ii shows up in the woods of the teamandroid sxsw event more here  
5018,apple,neutral,"['samsung', 'sony', 'apple', 'hp', 'austin', 'atx', 'sxsw']",rt  samsung  sony follow apple  hp lead   austin atx sxsw
5019,apple ipad,neutral,"['seenatsxsw2011', 'sxsw']",rt  seenatsxsw   best thing seen at sxsw so far  a man begging on a street corner for the money for ipad  in front of the apple store sad
5020,google,positive,"['smmnextgen', 'sxsw', 'sloansxsw']",rt  smmnextgen tools on the cheap google analytics excel buzzmetrics  also radian and altimeter  sxsw sloansxsw
5021,google,neutral,"['social', 'google', 'sxsw']",rt  social is too important for google to screw up with a big launch circus  via  sxsw
5023,apple ipad,neutral,['sxsw'],rt  sxsw  pre and post ipad  the death of flash   
5024,google,neutral,['sxsw'],rt  sxsw  google maps on mobile devices from the vp  
5025,google,neutral,"['sxsw', 'devops']",rt  sxsw  devops   umm meant go google why complex systems fail  written by doctor reads like it guy  
5026,google,neutral,"['sxsw', 'devops']",rt  sxsw  devops   our providers cloudkick monitor  pagerduty paging  dnsmadeeasy postmark ec  azure google
5027,google,unknown,"['sxsw', 'devops']",rt  sxsw  devops   the internets is mean our systems are complex go google 'how complex systems fail by doctor 
5028,google,neutral,['sxsw'],rt  sxsw  das verpixelungsrecht  the right for your house to be pixelated in google street view  is a theft from the public
5029,google,neutral,"['sxsw', 'partylikeits1986']",rt  sxsw  in her  s splendor dancin to the spazzmatics at aclu google partylikeits     
5030,apple ipad,neutral,['sxsw'],rt  sxsw  interactive session your mom has an ipad designing for boomers
5031,apple,positive,"['sxsw', 'browserwars']",rt  sxsw  omitting flash on apple seems effective even though they have h   maybe we do need to break old things browserwars
5033,google other,positive,['sxsw'],rt  sxsw  talk  demo'ing google places w hotpot integrated rating recommendation system for android iphone  cool stuff  
5034,apple ipad,neutral,"['sxsw', 'uxdes']",rt  sxsw  uxdes check out designing ipad interfaces  new navigation schemas at sxsw  
5035,apple ipad,neutral,"['sxsw', 'apple', 'ipad']",rt  sxsw apple store just sold their last ipad
5036,google,positive,"['sxsw', 'beyondwc']",rt  sxsw beyondwc analytics   google analytics is a standard to use 
5037,apple iphone,neutral,"['sxsw', 'crm', 'scrm']",rt  sxsw crm scrm join me  sxsw next sunday   at noon at hilton austin  coffee  chat old act users  now can show viporbit  iphone
5038,apple,negative,"['sxsw', 'csr']",rt  sxsw csr reporting janecek microsoft gives  to charity apple gives nothing everyone in room has iphone what drives that decision 
5039,apple,neutral,"['sxsw', 'dvsg']",rt  sxsw dvsg best chance to disrupt visa  master card are facebook apple via customers  mobile carriers via nfc  
5040,apple,positive,"['sxsw', 'enchantment']",rt  sxsw enchantment   bright spot for apple pagemaker saved apple i believe in god b c no other explanation of apple survival
5041,apple,negative,"['sxsw', 'enchantment']",rt  sxsw enchantment   no one uses windows voluntarily  apple is greatest collection of egomaniacs in history  haha
5042,android,positive,"['sxsw', 'geogames', 'android']",rt  sxsw geogames android if you develop geo games tweet us we'd love to talk  free beer or coffee for a couple minutes of your time 
5043,apple ipad,positive,"['sxsw', 'hootsuite', 'chilltab', 'tablet', 'ipad']",rt  sxsw hootsuite chilltab tablet stand rocks canadian social media for ipad at its best  
5044,android,neutral,"['sxsw', 'lbseverywhere']",rt  sxsw lbseverywhere finkelstein   k location aware apps ios  android 
5045,google,neutral,"['sxsw', 'letshookup']",rt  sxsw letshookup  we want to be the google of nonprofits 
5046,apple iphone,neutral,"['sxsw', 'lost', 'reward', 'iphone', 'cab']",rt  sxsw lost reward  finding an iphone g black case in the back of austin yellow cab  dropped off    today  call       
5047,google,positive,"['sxsw', 'sxswparty']",rt  sxsw sxswparty matt damon upstairs at the google party maggie maes th st
5048,google,neutral,"['sxsw', 'google']",rt  sxsw   of google searches are for local info marissa mayer  million places claimed by owners and logged by google
5049,google,neutral,"['sxsw', 'google']",rt  sxsw   of google searches are for local information marissa mayer  million places claimed by their owners and logged by google
5050,google,negative,['sxsw'],rt  sxsw    the google and bing smackdown in all its bloody banality guardian  via 
5051,apple,neutral,['sxsw'],rt  sxsw a line of about   outside apple pop up store at sixth  congress
5052,google,neutral,"['sxsw', 'fail']",rt  sxsw app schedule fail try sched org  google sched sxsw   click first link all the unofficial parties and room counts genius 
5053,apple app,positive,['sxsw'],rt  sxsw beta testing interactive book for ipad app by moonbot studios out of louisiana  cool app 
5054,apple iphone,positive,"['sxsw', 'iphone']",rt  sxsw bound keep an eye out i may give away an  iphone case at atx after we land 
5056,apple ipad,neutral,"['sxsw', 'ipad2', 'sxsw2011', 'apple']",rt  sxsw crowd swarms for ipad launch  via  sxsw   apple
5057,apple ipad,neutral,['sxsw'],rt  sxsw crowd swarms for ipad  launch  via 
5059,apple ipad,neutral,['sxsw'],rt  sxsw gear bag ipad  iphone mophie traveling light this year  
5060,android app,positive,['sxsw'],rt  sxsw go   for android is live in the android marketplace new features including sd card storage and more   via 
5061,apple ipad,neutral,['sxsw'],rt  sxsw go is available on  platforms  iphone ipad android windows phone  and blackberry  download it at 
5062,google,neutral,"['sxsw', 'japan']",rt  sxsw google party league of extraordinary h ackers promoting txt redcross to    to help japan 
5063,google,neutral,"['sxsw', 'photo']",rt  sxsw google party league of extraordinary h ackers promoting txt redcross to    to help japan  speakeasy  photo
5064,google,neutral,['sxsw'],rt  sxsw google to launch major new social network called circles possibly today by  
5065,google,neutral,['sxsw'],rt  sxsw google to launch major new social network called circles possibly today by   via 
5066,apple ipad,positive,"['sxsw', 'iusxsw']",rt  sxsw guy in front of me at this panel has an ipad in an etch a sketch case  device of wonder  iusxsw
5067,google,positive,"['sxsw', 'startups']",rt  sxsw hire qualified and talented women consciously early on in startups to achieve success  google did 
5068,android,neutral,['sxsw'],rt  sxsw i need the best android dev here  html js issue need solving quickly  handsome reward and love for grabs 
5069,android,neutral,"['sxsw', 'in']",rt  sxsw i need the best android dev here  html js issue need solving quickly  handsome reward and love for grabs  in
5071,google,neutral,['sxsw'],rt  sxsw interactive google s mobile future and the elusive  power of here'   
5072,apple ipad,negative,['sxsw'],rt  sxsw ipad store sold out of everything except  gig wifi only white
5073,apple ipad,positive,['sxsw'],rt  sxsw is sxsw getting its own apple store  the geeks cried yes the ipad  is coming but it s coming this frid   
5074,android,positive,"['sxsw', 'allhat3']",rt  sxsw look for the blue hair i have got your free android phone info stickers from  allhat 
5075,apple iphone,neutral,['sxsw'],rt  sxsw makes me feel like a kid a drunk kid with an iphone 
5076,apple,positive,['sxsw'],rt  sxsw news apple is getting into the music business new device called an ipod  like a compact disc player without the disk 
5077,google,neutral,['sxsw'],rt  sxsw news google to launch major new social network called circles possibly today 
5080,google,positive,['sxsw'],rt  sxsw plans google party blackberry party and then ie  party good times where is this party lol
5081,apple iphone,neutral,['sxsw'],rt  sxsw pro tip remove access to corporate twitter account from iphone by pm each day 
5082,apple ipad,neutral,"['sxsw', 'ipad', 'digital']",rt  sxsw quote of the day on ipad interface design   if not relatable discoverable  ipad digital
5083,apple,positive,['sxsw'],rt  sxsw rt  wow apple does the right thing in japan a must read  
5084,apple ipad,negative,['sxsw'],rt  sxsw rumor mill ipad  will have between  and  cameras slightly thinner rare earths case and different but still smudgy screen 
5085,apple,positive,['sxsw'],rt  sxsw sponsored by apple plaid and boys i'm attracted to 
5086,apple,positive,"['sxsw', 'apple', 'japan', 'sxsw']",rt  sxsw that is so cool apple has a pop up fundraising kiosk for japan at sxsw just kidding but a good idea  
5087,apple iphone,neutral,"['sxsw', 'conservebatterylife', 'peace']",rt  sxsw tip of the day again   turn your iphone screen brightness down way down  conservebatterylife peace 
5088,apple iphone,neutral,"['sxsw', 'marketing']",rt  sxsw today    his iphone game and    more and more a celeb brand destination  marketing
5089,apple ipad,neutral,['sxsw'],rt  sxsw tradeshow floor engage w our multi touch interactive wall take part in an augmented reality in d and enter to win an ipad 
5090,google,negative,['sxsw'],rt  sxsw waze  is duking it out with google re personalized mapping experience friendly panel crashing 
5091,apple ipad,neutral,"['sxsw', 'appleatxdt']",rt  sxsw what did you buy at the appleatxdt popup store do they have anything other than just ipad  
5092,apple,neutral,['sxsw'],rt  sxsw why google apple ea games zynga facebook microsoft and intuit went gaga for the go game  
5093,google,unknown,['sxsw'],rt  sxsw  we think we control our identities on facebook but as google becomes an ai our profile will be built of what we do
5094,apple,neutral,"['sxsw', '15slides']",rt  sxsw   slides gruber keeps on desk apple extended keyboard  discontinued in       loud but feels like he writes better 
5095,apple ipad,negative,['sxsw'],rt  sxsw ipad design headaches take two tablet and call me in the morning  
5096,apple ipad,neutral,"['ux', 'uxdes', 'ipad', 'sxsw']",rt  ux  uxdes talk is really about an exploration of the wild wild west of ipad design  sxsw
5097,apple ipad,negative,"['uxdes', 'ipad', 'sxsw']",rt  uxdes  is glad there are no standard ipad navigation tools she might be the only one  sxsw
5099,android,neutral,"['want', 'sxsw', 'snapgoods']",rt  want micro usb charger for samsung android or kindle at sxsw starting    will pay   for  days   snapgoods
5100,apple,positive,['sxsw'],rt   rt  love it   sxsw  apple comes up with cool technology no one ever heard of because they do not go to conferences 
5115,apple ipad,neutral,"['ipad2', 'sxsw']",rt   hour ago apple did not have a store in downtown austin and now there is a store with hundreds of people there  ipad  sxsw
5116,apple,neutral,['sxsw'],rt     am line at apple pop up store in austin it opens at  pm  sxsw 
5117,google,neutral,['sxsw'],rt    miles to go roughly  tanks of gas or  hours per the google  sxsw
5118,android,neutral,['sxsw'],rt    pm hilton  ab at sxsw rt  who is going to the android developers meetup i'm looking forward to meeting 
5119,google,neutral,['sxsw'],rt   percent of google searches are for local information  sxsw
5120,google,neutral,['sxsw'],rt     sxsw artists categorized alphabetically in an easy access google spreadsheet  via 
5122,google,neutral,"['vitalscom', 'sxsw']",rt   million people go to google every month to get doctor information  vitalscom sxsw
5123,android,positive,['sxsw'],rt   minutes til the  sxsw party free beer free maudies tacos free ipad  android tablet  kindle giveaway bit ly ajs  
5124,google,neutral,['sxsw'],rt    of google maps usage is mobile   m users using google maps mobile and users drive   miles a year with google maps navigation sxsw
5125,google,positive,['sxsw'],rt    of google maps use is mobile sxsw
5126,apple iphone,neutral,"['sxsw', 'connectedcar']",rt  g will do for connectivity what the iphone did for smart phones  joe berry sxsw connectedcar
5127,apple app,positive,"['sxsw', 'sxswi', 'apps', 'iphone']",rt   social apps that will make sxsw more intimate   sxsw sxswi apps iphone
5128,apple,neutral,['sxsw'],rt   bucks for an apple and a banana same price as the super extra double cheese grilled triple pork sandwich this country is doomed  sxsw
5129,google,neutral,"['hotpot', 'sxsw']",rt    multi touch google maps at the hotpot event at sxsw  
5130,apple,neutral,['sxsw'],rt  th and congress in the scarborough bldg rt  so where is this temporary apple store setup  sxsw
5132,apple iphone,neutral,['sxsw'],rt    of iphone and droid apps have less than    downloads total  sxsw
5133,apple iphone,neutral,"['mobilefarm', 'sxsw']",rt    of farmers own mobile phone   of those own a smartphone marketshare  bb      android   iphone  mobilefarm sxsw
5134,apple,positive,"['browserwars', 'sxsw']",rt  a browserwars panel without apple is like a sxsw without parties 
5135,apple iphone,neutral,"['sxsw', 'wedig']",rt  a free heat map app of sq check ins at sxsw see  hot spots  sxsw now on wp  iphone wedig
5136,apple iphone,neutral,['sxsw'],rt  a free heat map app of sq check ins at sxsw see  hot spots  sxsw now on wp  iphone 
5137,apple ipad,unknown,['sxsw'],standing on a long line surrounded by unemployed techies from brooklyn  am i at sxsw or at the apple store on th ave waiting for ipad 
5138,google,negative,['sxsw'],diabetes on a plate thanks google already have that covered   sxsw
5139,apple ipad,neutral,"['apple', 'ipad2', 'sxsw', 'fb']",rt  a special apple store opening at th and congress for sxsw  ipad  launch   apple ipad  sxsw fb
5140,apple iphone,neutral,['sxsw'],rt  about to see how indie game development for the iphone is going cc  sxsw
5141,google,positive,"['iqlab', 'sxsw']",rt  absolutely  rt  timely good schtuff from google people finder  japan quake   iqlab sxsw
5142,apple ipad,positive,"['ipad', 'sxsw', 'cbatsxsw']",rt  abt to surprise customer waiting in line at apple store in austin for ipad  with an   sxsw cbatsxsw  awesome
5143,google,neutral,"['sxsw', 'fb']",rt  according to google marissa mayer future of location augmented reality contextual discovery making smartphones smarter  sxsw fb
5144,google,neutral,['sxsw'],rt  agencies push google in directions they never would have gone otherwise says creative lab strategy dir   sxsw
5145,google,positive,['sxsw'],rt  agencies push google in directions they never would have gone otherwise says creative lab strategy director  sxsw
5146,apple app,negative,"['ipad', 'apps', 'media', 'sxsw']",rt  agreed   novelty of ipad news apps fades fast among digital delegates     media sxsw via 
5147,google,neutral,['sxsw'],rt  aha found proof of lactation room excuse me  mother room  brought to you by google at last year sxsw  
5148,apple app,neutral,['sxsw'],rt  akqa is hiring find me up front after designing ipad interfaces  new navigation schemas in ballroom a  sxsw
5149,google,neutral,"['privacybootcamp', 'sxsw']",rt  alarms should go off if you allow users to generate content  says google richard salgado privacybootcamp sxsw
5150,apple ipad,neutral,['sxsw'],rt  all tech and interaction events have their own ipad apps right    sxsw
5153,google other,positive,"['sxsw', 'looseorganizations']",rt  almost every how do you      is answered w google docs in this session  sxsw looseorganizations
5154,apple app,positive,['sxsw'],rt  an awesome free iphone app for keeping track of friends and meeting up and finding people for sxsw 
5155,google,neutral,"['sxsw', 'google', 'microsoft']",cpmpetition and difference of prespective sxsw google microsoft 
5156,google other,negative,['sxsw'],rt  and it will suck rt  rt  google will preview major new social service circles at sxsw today 
5157,android,positive,"['sxsw', 'android']",rt  and we're live come get your android and check us out   sxsw android
5158,android,neutral,['sxsw'],rt  android apps to survive sxsw     by  sxsw
5159,android,positive,['sxsw'],rt  android developers and friends let hang out   p saturday at sxsw  rt for your fellow andro nerds 
5160,apple,neutral,['sxsw'],rt  android may be gaining market share but you'd never know it at sxsw apparently our industry movers and shakers are apple loyalists 
5161,apple ipad,neutral,['sxsw'],rt  anna social media picks of the week  covering social media and japan the ipad   sxsw  more  
5162,apple ipad,positive,"['sxsw', 'ipad2']",rt  announcing sxsw quotables a crowd curated feed of the hottest quotes from sxsw sign up to win an ipad     ipad 
5163,google,positive,['sxsw'],rt  another great panel at  pm at the hilton  austin own  left brain search  google right brain search  x sxsw
5165,google,unknown,['sxsw'],rt  another one holy social fragmentation google to launch new social network called circles possibly day at sxsw  
5166,google,neutral,"['google', 'sxsw']",rt  any google fans in town for sxsw stop by the austin gtug meeting wednesday the th at   pm map link  
5167,apple ipad,neutral,['sxsw'],rt  any ipad djs here need one for am tuesday douche bags need not apply  sxsw
5168,apple ipad,neutral,['sxsw'],rt  any ipad left at the apple store at sxsw anyone know  
5169,apple,neutral,['sxsw'],rt  anybody seen if the th st apple store is up yet  sxsw
5170,apple ipad,positive,"['sxsw', 'ipad2']",rt  anyone at sxsw want to make a quick hundred dollars new ipad from ad hoc apple store here gets hundred plus cost 
5171,apple iphone,neutral,['sxsw'],rt  anyone at the   show have an iphone charger need to tweet jokes about beards text ppl to make them jealous  sxsw
5172,apple ipad,neutral,['sxsw'],rt  anyone know if sxsw apple store still has ipads 
5173,apple ipad,neutral,"['sxsw', 'sxtxstate', 'ipad']",rt  anyone know what time apple popup store in austin closes tonite  sxsw sxtxstate ipad apple
5174,apple ipad,neutral,"['sxsw', 'sxtxstate', 'ipad']",rt  anyone know what time apple popup store in austin closes tonite  sxsw sxtxstate ipad apple  someone said midnight
5175,apple ipad,negative,"['japan', 'tsunami', 'sxsw']",rt  anyone who was going to buy a new ipad should donate to japan tsunami victims instead  sxsw
5176,apple ipad,neutral,['sxsw'],rt  app is called 'your hands' sxsw rt  need an app to turn my iphone into a wifi mouse for my ipad exist 
5177,apple ipad,neutral,['sxsw'],rt  apparently the line to get an ipad at the sxsw store grew by  blocks to  blocks in the past  mins wut 
5178,google,neutral,"['seenocreepy', 'sxsw']",rt  apparently if you google ad preferences and you will see what google thinks you will like  seenocreepy sxsw
5179,google,negative,"['seenocreepy', 'sxsw', 'pnid']",rt  apparently if you google ad preferences and you will see what google thinks you will like  seenocreepy sxsw pnid
5180,apple,neutral,['sxsw'],rt  apple pops up store for sxsw event  via  sxsw
5181,apple ipad,positive,['sxsw'],rt  apple sxsw pop store has ipads again  gb wifi and  gb wifi  wifi  g 
5182,apple ipad,neutral,['sxsw'],rt  apple aligned to big tech events these days first ces and gdc now sxsw with a popup shop and ipad   
5183,apple,neutral,['sxsw'],rt  apple announces pop up store at sxsw see our take on the future of pop up stores here  
5184,apple,neutral,['sxsw'],rt  apple announces pop up store at sxsw see our take on the future of pop up stores here   client 
5185,apple,negative,"['ogilvynotes', 'sxsw']",rt  apple autocorrect is so weird ogilvy autocorrects to idiocy  ogilvynotes sxsw  
5186,apple ipad,neutral,['sxsw'],rt  apple built a pop up store in  days for sxsw open   only selling ipad 
5187,apple,neutral,"['critthink', 'sxsw']",rt  apple built an experience ecosystem with the ipod the mp player is just an app  critthink sxsw
5188,apple,neutral,['sxsw'],rt  apple does pop up store at sxsw  
5189,apple ipad,neutral,"['sxsw', 'ipad2']",rt  apple employees just showed up in force to the sxsw popup apple store  ipad 
5190,apple,positive,['sxsw'],rt  apple fans it looks like there will be a rd apple store opening up in austin for sxsw if those are full u can go  of  in san antonio 
5191,apple,positive,['sxsw'],rt  apple gets kudos on how marketing should be done  sxsw ipad  release pop up store in austin tx  
5192,apple ipad,neutral,['sxsw'],rt  apple has opened a pop up store in austin so that the nerds in town for sxsw can get their new ipads  
5193,apple,neutral,['sxsw'],rt  apple has two austin stores but until this week no downtown presence that changes with an sxsw popup store   
5194,apple ipad,neutral,"['ipad', 'sxsw', 'gadgets']",rt  apple has two austin area retail locations but in anticipation of all the gadget    ipad sxsw gadgets   
5195,apple,neutral,['sxsw'],rt  apple heads to sxsw sets up temporary store in austin 
5196,apple ipad,neutral,"['nisxsw', 'sxsw', 'ipad2']",rt  apple heads to sxsw sets up temporary store in austin    can anyone confirm this  nisxsw sxsw ipad 
5197,apple,negative,['sxsw'],rt  apple is the classiest fascist company in america  says  sxsw
5198,apple,neutral,['sxsw'],rt  apple is opening a pop up store in austin for sxsw aapl  
5199,apple,neutral,['sxsw'],rt  apple is opening a store at sxsw   
5200,apple,neutral,"['sxsw', 'events', 'news', 'inagist']",rt  apple is opening a store at sxsw   events news inagist
5201,apple ipad,neutral,['sxsw'],rt  apple is opening up a pop up store in downtown austin for the ipad  launch at sxsw 
5202,apple,neutral,"['sxsw', 'awesome']",rt  apple is opening up a temp store in austin for sxsw  via   awesome
5203,apple ipad,neutral,"['sxsw', 'ipad2']",rt  apple is opening up a temp store in austin for sxsw  via  ipad 
5204,apple ipad,neutral,['sxsw'],rt  apple is opening up a temporary store in downtown austin for sxsw and the ipad  launch  
5205,apple ipad,neutral,['sxsw'],rt  apple is opening up a temporary store in downtown austin for sxsw and the ipad  launch 
5206,apple ipad,neutral,['sxsw'],rt  apple is opening up a temporary store in downtown austin for sxsw and the ipad  launch  cc 
5207,apple,positive,"['touchingstories', 'tbwasxsw', 'sxsw']",rt  apple is quarter of the music industry and   of all digital sales touchingstories tbwasxsw sxsw
5208,apple,positive,['sxsw'],rt  apple knows what game they're in at sxsw bring the ipad to the people  
5209,apple,neutral,['sxsw'],rt  apple likes it if you pay them that what apple likes  barry diller sxsw
5210,apple,neutral,"['pnid', 'sxsw']",rt  apple likes it when you pay them as long as the gadget will be liked by many this closed system will work  pnid sxsw
5211,apple,positive,"['sxsw', 'apple']",rt  apple on congress nice rt  apple set to open popup shop in core of sxsw action  sxsw apple
5212,apple ipad,positive,['sxsw'],rt  apple opened a pop up store at sxsw for the release of the ipad   it was quite a scene geek power  
5213,apple ipad,positive,['sxsw'],rt  apple opened a pop up store at sxsw for the release of the ipad  and it was quite a scene geek power  
5214,apple ipad,neutral,['sxsw'],rt  apple opening a pop up store in downtown austin for sxsw and ipad  launch 
5215,apple ipad,neutral,['sxsw'],rt  apple opening a pop up store in downtown austin for sxsw and ipad  launch  via 
5216,apple,positive,['sxsw'],rt  apple opening downtown austin pop up store for sxsw rt  before it even begins apple wins sxsw 
5217,apple ipad,neutral,"['sxsw', 'ipad2']",rt  apple opening pop up store in austin sixth  congress for sxsw  ipad 
5218,apple,positive,['sxsw'],rt  apple opening popup store for ipad launch in downtown austin during sxsw  via 
5219,apple ipad,neutral,['sxsw'],rt  apple opening temporary ipad  store to handle sxsw demand 
5220,apple ipad,neutral,['sxsw'],rt  apple opening up temporary store in downtown austin for sxsw and the ipad  launch 
5221,apple,positive,['sxsw'],rt  apple opens pop up store for sxsw rt  smart very well played fruit co   via 
5222,apple ipad,neutral,['sxsw'],rt  apple opens ipad  pop up store in austin for sxsw could the strategy work for bookselling  
5223,apple,neutral,['sxsw'],rt  apple plans to keep austin wired opening a pop up apple store just for sxsw 
5224,apple,positive,['sxsw'],rt  apple pop up store for sxsw why not pop up genius bars  everywhere 
5225,apple,positive,['sxsw'],rt  apple pop up shop for sxsw how cool is that  
5226,apple,neutral,['sxsw'],rt  apple popup store at sxsw 
5227,apple,positive,['sxsw'],rt  apple popup store at sxsw  sat am at opening 
5228,apple ipad,neutral,['sxsw'],rt  apple puts popup store at sxsw to hawk ipad   think they will sell one or two  
5229,apple ipad,neutral,['sxsw'],rt  apple selling ipad  at sxsw california is great at building cult followings  
5230,apple,neutral,"['sxsw', 'sxswprsa', 'prsa']",rt  apple set to open popup shop in austin  th  con for sxsw  via  sxsw sxswprsa prsa
5231,apple,neutral,['sxsw'],rt  apple set to open popup shop in core of sxsw action 
5232,apple ipad,neutral,['sxsw'],rt  apple set to open popup shop in core of sxsw action  ipad on the ground 
5233,apple ipad,neutral,['sxsw'],rt  apple set to open popup shop in core of sxsw action  they're going to sell ipad at sxsw    danger
5234,apple ipad,neutral,"['sxsw', 'apple', 'ipad', 'retail']",rt  apple set to open popup shop in core of sxsw action  sxsw apple ipad retail
5235,apple,positive,['sxsw'],rt  apple set to open popup shop in core of sxsw action  via  sxsw
5236,apple ipad,neutral,['sxsw'],rt  apple sets up    square foot temporary store at sxsw to sell new ipads test potential traffic 
5237,apple ipad,neutral,"['sxsw', 'socialmedia', 'ipad']",rt  apple sets up    square foot temporary store at sxsw to sell new ipads test potential    socialmedia ipad
5238,apple ipad,neutral,['sxsw'],rt  apple sets up temporary austin store to serve the hordes of ipad  purchasers at sxsw 
5239,apple ipad,positive,"['sxsw', 'ipad2']",rt  apple setting up temp store at sxsw to sell the ipad  crazy brilliant convenient  
5240,apple,neutral,['sxsw'],rt  apple store downtown austin open til midnight  sxsw
5241,apple,positive,['sxsw'],rt  apple store has had a line down the block all week long at sxsw amazing
5242,apple,neutral,['sxsw'],rt  apple to have a pop up store at south by south west   sxsw
5243,apple ipad,neutral,"['sxsw', 'morefunpeoplewatching']",rt  apple to open a pop up store downtown austin  st floor of my bldg at th  congress for sxsw and the ipad  launch morefunpeoplewatching
5244,apple,neutral,"['apple', 'sxsw']",rt  apple to open pop up shop at sxsw report    apple sxsw
5245,apple,positive,['sxsw'],rt  apple to open pop up shop at sxsw report    sxsw
5246,apple,neutral,['sxsw'],rt  apple to open temporary store for sxsw at th and congress 
5247,apple,neutral,"['sxsw', 'atx']",rt  apple to open temporary store for sxsw at th and congress  atx
5248,apple,positive,['sxsw'],rt  apple to open temporary store for sxsw interesting  
5249,apple,unknown,"['li', 'sxsw']",rt  apple google intel   go gaga for the go game by     cc    li sxsw
5250,apple,neutral,['sxsw'],rt  apple intel genentech atari cisco  something ventured  traces the risk takers who wrote checks   sxsw
5251,apple,negative,['sxsw'],rt  apple  the classiest fascist company in america kara swisher sxsw
5252,apple ipad,neutral,['sxsw'],rt  apple doing a sxsw pop up store for ipad sayeth  
